Afiliación,Nombre de Afiliación,Moneda,Tipo de Transacción,Número de Control,Número de Tarjeta,Tipo de Tarjeta,Monto de Transacción Signo,Monto de Disposición,Fecha Transacción,Diferimiento Inicial,Tipo de Plan,Número de Pagos,Código Autorización,Referencia,Referencia Interbancaria,Referencia Cliente 1,Referencia Cliente 2,Referencia Cliente 3,Terminal ID,Fecha Liberación,Fecha Aplicación,Fecha de Controversia,Fecha Retención,Giro Comisión,Importe Depósito,Total de IVA,Total de Comisiones,IVA de Pagos Diferidos,IVA de Disposición Pagado,IVA de Disposición Cobrado,Comisión de Disposición Pagado,Comisión de Disposición Cobrado,Comisión Pagos Diferidos,Validación 3D Secure,Conversión Global Banorte,Fuente de Transacción,Lote de Transacción, Hora de Transacción
09662848,FORMULA GAS,MXP,1,458177100000012878638000040000,****************,Débito,400.0,0.0,16/12/2025,0,0,0,008278,731568810147,74518995350008196628481,,,,45817710,01/01/0001,17/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.7,-4.4,0.0,0.0,0.0,0.0,0.0,0.0,,N,EGLO,,13:14:50
09662848,FORMULA GAS,MXP,1,458177080000051565455500059475,****************,Débito,594.75,0.0,25/12/2025,0,0,0,996494,731589407021,75445505359011096628489,,,,45817708,01/01/0001,26/12/2025,01/01/0001,01/01/0001,5541,0.0,-1.05,-6.54,0.0,0.0,0.0,0.0,0.0,0.0,,N,MCCC,,21:27:15
09662848,FORMULA GAS,MXP,1,458177090004185757219800040346,****************,Débito,403.46,0.0,17/12/2025,0,0,0,265790,821456809544,74518995351017096628482,,,,45817709,01/01/0001,18/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.71,-4.44,0.0,0.0,0.0,0.0,0.0,0.0,,N,EGLO,,20:43:21
07404315,TOTALGAS,MXP,1,534085660006550018755700020000,****************,Débito,200.0,0.0,13/12/2025,0,0,0,672350,731562698658,74518995347000974043153,,,,53408566,01/01/0001,15/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.16,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,,N,EGLO,,15:27:04
09231577,GASOL VILLA,MXP,1,232139020007294551611600046580,****************,Crédito,465.8,0.0,28/12/2025,0,0,0,391910,731594491530,74518995362009092315773,,,,23213902,01/01/0001,29/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.89,-5.59,0.0,0.0,0.0,0.0,0.0,0.0,,N,EGLO,,17:56:21
09231577,GASOL VILLA,MXP,1,232139020001229461653900172533,****************,Débito,1725.33,0.0,20/12/2025,0,0,0,070892,821459422068,74518995354000492315778,,,,23213902,01/01/0001,22/12/2025,01/01/0001,01/01/0001,5541,0.0,-8.56,-53.49,0.0,0.0,0.0,0.0,0.0,0.0,,N,VISA,,00:22:34
09662848,FORMULA GAS,MXP,1,458177090000189435088700050000,****************,Débito,500.0,0.0,29/12/2025,0,0,0,611673,731596213008,74518995363009396628482,,,,45817709,01/01/0001,30/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.88,-5.5,0.0,0.0,0.0,0.0,0.0,0.0,,N,EGLO,,17:13:16
07404308,TOTALGAS I,MXP,1,911043500000857462490800045900,****************,Crédito,459.0,0.0,06/12/2025,0,0,0,004652,821443388734,74518995340000374043081,,,,91104350,01/01/0001,08/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.81,-5.05,0.0,0.0,0.0,0.0,0.0,0.0,,N,PRO1,,09:51:50
09662848,FORMULA GAS,MXP,1,458177080001820347409100020000,****************,Débito,200.0,0.0,27/12/2025,0,0,0,850475,821466966695,74518995361013896628481,,,,45817708,01/01/0001,29/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.35,-2.2,0.0,0.0,0.0,0.0,0.0,0.0,,N,EGLO,,19:33:32
09662848,FORMULA GAS,MXP,1,458177080004607233101400028548,****************,Débito,285.48,0.0,20/12/2025,0,0,0,062178,731579532248,75445505354020896628487,,,,45817708,01/01/0001,22/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.5,-3.14,0.0,0.0,0.0,0.0,0.0,0.0,,N,PRO1,,20:46:20
07374424,TOTALGAS,MXP,1,524765230007173591280900055000,****************,Débito,550.0,0.0,15/12/2025,0,0,0,000335,731565785575,74518995349000473744242,,,,52476523,01/01/0001,16/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.97,-6.05,0.0,0.0,0.0,0.0,0.0,0.0,,N,PRO1,,07:02:57
09662848,FORMULA GAS,MXP,1,458177100003175795254400023790,****************,Débito,237.9,0.0,07/12/2025,0,0,0,001211,731548190411,74518995341002896628489,,,,45817710,01/01/0001,08/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.42,-2.62,0.0,0.0,0.0,0.0,0.0,0.0,,N,PRO1,,09:24:42
09662848,FORMULA GAS,MXP,1,458177080004837302599700040000,****************,Débito,400.0,0.0,30/12/2025,0,0,0,067454,821469415377,75445505364013696628482,,,,45817708,01/01/0001,31/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.7,-4.4,0.0,0.0,0.0,0.0,0.0,0.0,,N,EGLO,,18:10:19
09662848,FORMULA GAS,MXP,1,458177080004696594157200047580,****************,Crédito,475.8,0.0,03/12/2025,0,0,0,066716,731540139230,75445505337016296628483,,,,45817708,01/01/0001,04/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.91,-5.71,0.0,0.0,0.0,0.0,0.0,0.0,,N,EGLO,,18:27:55
09662848,FORMULA GAS,MXP,1,458177080004609947354100010000,****************,Débito,100.0,0.0,03/12/2025,0,0,0,000264,731539934055,74518995337012296628480,,,,45817708,01/01/0001,04/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.18,-1.1,0.0,0.0,0.0,0.0,0.0,0.0,,N,PRO1,,17:11:29
09662848,FORMULA GAS,MXP,1,458177090006633160521900050000,****************,Débito,500.0,0.0,22/12/2025,0,0,0,000991,821461658708,74518995356003996628488,,,,45817709,01/01/0001,23/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.88,-5.5,0.0,0.0,0.0,0.0,0.0,0.0,,N,PRO1,,10:09:14
09662848,FORMULA GAS,MXP,1,458177100008832571800300103160,****************,Débito,1031.6,0.0,15/12/2025,0,0,0,062978,821453440802,74518995349001596628486,,,,45817710,01/01/0001,16/12/2025,01/01/0001,01/01/0001,5541,0.0,-1.82,-11.35,0.0,0.0,0.0,0.0,0.0,0.0,,N,EGLO,,09:02:32
09662848,FORMULA GAS,MXP,1,458177100009286195679800020000,****************,Débito,200.0,0.0,31/12/2025,0,0,0,009604,731599409559,75445505365005896628485,,,,45817710,01/01/0001,02/01/2026,01/01/0001,01/01/0001,5541,0.0,-0.35,-2.2,0.0,0.0,0.0,0.0,0.0,0.0,,N,EGLO,,11:02:26
09662848,FORMULA GAS,MXP,1,458177090009370683978100047580,****************,Débito,475.8,0.0,09/12/2025,0,0,0,123447,731553934571,74518995343014796628483,,,,45817709,01/01/0001,10/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.84,-5.23,0.0,0.0,0.0,0.0,0.0,0.0,,N,EGLO,,19:28:48
09662848,FORMULA GAS,MXP,1,458177090000216510427400010000,****************,Débito,100.0,0.0,29/12/2025,0,0,0,114312,731596608901,74518995363013096628487,,,,45817709,01/01/0001,30/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.18,-1.1,0.0,0.0,0.0,0.0,0.0,0.0,,N,EGLO,,20:11:15
09662848,FORMULA GAS,MXP,1,458177080004114749508600035685,****************,Débito,356.85,0.0,20/12/2025,0,0,0,074518,821459877843,75445505354011196628483,,,,45817708,01/01/0001,22/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.63,-3.93,0.0,0.0,0.0,0.0,0.0,0.0,,N,PRO1,,13:37:44
09662848,FORMULA GAS,MXP,1,458177100007901886220700030000,****************,Débito,300.0,0.0,28/12/2025,0,0,0,035678,731594275594,75445505362011896628486,,,,45817710,01/01/0001,29/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.53,-3.3,0.0,0.0,0.0,0.0,0.0,0.0,,N,PRO1,,16:13:56
09662848,FORMULA GAS,MXP,1,458177080001839793554400030000,****************,Débito,300.0,0.0,18/12/2025,0,0,0,522898,731574083277,74518995352011996628485,,,,45817708,01/01/0001,19/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.53,-3.3,0.0,0.0,0.0,0.0,0.0,0.0,,N,PRO1,,16:35:48
09662848,FORMULA GAS,MXP,1,458177100007047400241300030000,****************,Débito,300.0,0.0,12/12/2025,0,0,0,444702,821450157681,74518995346002296628480,,,,45817710,01/01/0001,15/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.53,-3.3,0.0,0.0,0.0,0.0,0.0,0.0,,N,EGLO,,08:07:41
09662848,FORMULA GAS,MXP,1,458177100000222233052800011895,****************,Débito,118.95,0.0,16/12/2025,0,0,0,935377,731569751865,74518995350015096628487,,,,45817710,01/01/0001,17/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.21,-1.31,0.0,0.0,0.0,0.0,0.0,0.0,,N,PRO1,,18:44:19
09231577,GASOL VILLA,MXP,1,232139020007965769817900030000,****************,Débito,300.0,0.0,17/12/2025,0,0,0,005048,731570513093,75445505351002092315773,,,,23213902,01/01/0001,18/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.38,-2.4,0.0,0.0,0.0,0.0,0.0,0.0,,N,PRO1,,08:20:50
09231577,GASOL VILLA,MXP,1,232139020001399911661900082030,****************,Crédito,820.3,0.0,20/12/2025,0,0,0,619822,731577587488,74518995354001392315777,,,,23213902,01/01/0001,22/12/2025,01/01/0001,01/01/0001,5541,0.0,-1.57,-9.84,0.0,0.0,0.0,0.0,0.0,0.0,,N,PRO1,,06:29:05
09662848,FORMULA GAS,MXP,1,458177080007515040326900020000,****************,Débito,200.0,0.0,06/12/2025,0,0,0,181669,731545550598,75445505340001396628489,,,,45817708,01/01/0001,08/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.35,-2.2,0.0,0.0,0.0,0.0,0.0,0.0,,N,MCCC,,00:47:21
09662848,FORMULA GAS,MXP,1,458177080000990732808200085668,****************,Crédito,856.68,0.0,17/12/2025,0,0,0,171944,731572232587,75445505351019496628486,,,,45817708,01/01/0001,18/12/2025,01/01/0001,01/01/0001,5541,0.0,-1.64,-10.28,0.0,0.0,0.0,0.0,0.0,0.0,,N,EGLO,,19:47:05
09662848,FORMULA GAS,MXP,1,458177080008040927494800047580,****************,Débito,475.8,0.0,23/12/2025,0,0,0,753622,821463719365,74518995357019296628480,,,,45817708,01/01/0001,24/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.84,-5.23,0.0,0.0,0.0,0.0,0.0,0.0,,N,EGLO,,22:33:55
07404295,TOTALGAS,MXP,1,533980700005609626718800020000,****************,Débito,200.0,0.0,23/12/2025,0,0,0,342365,821463079989,74518995357001074042951,,,,53398070,01/01/0001,24/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.35,-2.2,0.0,0.0,0.0,0.0,0.0,0.0,,N,PRO1,,13:59:26
09231577,GASOL VILLA,MXP,1,232139020004962405587300060016,****************,Débito,600.16,0.0,25/12/2025,0,0,0,073009,731588587010,74518995359000992315778,,,,23213902,01/01/0001,26/12/2025,01/01/0001,01/01/0001,5541,0.0,-2.98,-18.6,0.0,0.0,0.0,0.0,0.0,0.0,,N,VISA,,07:03:28
09662848,FORMULA GAS,MXP,1,458177080002553217699600020000,****************,Débito,200.0,0.0,28/12/2025,0,0,0,000266,731594049611,75445505362010096628486,,,,45817708,01/01/0001,29/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.35,-2.2,0.0,0.0,0.0,0.0,0.0,0.0,,N,PRO1,,14:30:02
09231577,GASOL VILLA,MXP,1,232139020007332455017700150000,****************,Débito,1500.0,0.0,16/12/2025,0,0,0,123288,731569032489,75445505350002992315775,,,,23213902,01/01/0001,17/12/2025,01/01/0001,01/01/0001,5541,0.0,-1.92,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,,N,PRO1,,14:33:17
09231577,GASOL VILLA,MXP,1,232139020007556419054100030000,****************,Débito,300.0,0.0,16/12/2025,0,0,0,092976,731569561246,75445505350004392315777,,,,23213902,01/01/0001,17/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.38,-2.4,0.0,0.0,0.0,0.0,0.0,0.0,,N,PRO1,,17:39:29
07539310,TOTAL GAS,MXP,1,535529170008686667819500018990,****************,Crédito,189.9,0.0,02/12/2025,0,0,0,169232,731537104917,74590385336013986271611,,,,53552917,01/01/0001,03/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.4,-2.47,0.0,0.0,0.0,0.0,0.0,0.0,,N,EGLO,,13:37:02
07404295,TOTALGAS,MXP,1,515857690004384741215800030000,****************,Débito,300.0,0.0,05/12/2025,0,0,0,994839,731543571870,74518995339000874042958,,,,51585769,01/01/0001,08/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.53,-3.3,0.0,0.0,0.0,0.0,0.0,0.0,,N,EGLO,,10:39:51
09662848,FORMULA GAS,MXP,1,458177100001068723275000015000,****************,Débito,150.0,0.0,17/12/2025,0,0,0,333113,731572066916,74518995351014696628483,,,,45817710,01/01/0001,18/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.26,-1.65,0.0,0.0,0.0,0.0,0.0,0.0,,N,PRO1,,18:40:47
09662848,FORMULA GAS,MXP,1,458177100009317868122800010000,****************,Débito,100.0,0.0,02/12/2025,0,0,0,537969,731536478013,74518995336002096628484,,,,45817710,01/01/0001,03/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.18,-1.1,0.0,0.0,0.0,0.0,0.0,0.0,,N,EGLO,,08:47:44
07404315,TOTALGAS,MXP,1,534085660009556390214600100000,****************,Débito,1000.0,0.0,24/12/2025,0,0,0,477644,821464302378,75445505358001174043157,,,,53408566,01/01/0001,26/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.8,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,,N,PRO1,,14:24:18
09662848,FORMULA GAS,MXP,1,458177080000050465835900088180,****************,Crédito,881.8,0.0,16/12/2025,0,0,0,036262,821455708167,75445505351000596628485,,,,45817708,01/01/0001,18/12/2025,01/01/0001,01/01/0001,5541,0.0,-1.69,-10.58,0.0,0.0,0.0,0.0,0.0,0.0,,N,PRO1,,23:34:53
09662848,FORMULA GAS,MXP,1,458177080003039577749800030000,****************,Débito,300.0,0.0,19/12/2025,0,0,0,000700,731576119515,74518995353008496628485,,,,45817708,01/01/0001,22/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.53,-3.3,0.0,0.0,0.0,0.0,0.0,0.0,,N,PRO1,,14:24:58
07404318,TOTALGAS I,MXP,1,533977910002537025929100054623,****************,Débito,546.23,0.0,02/12/2025,0,0,0,093641,731538155609,75445505336001174043188,,,,53397791,01/01/0001,03/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.96,-6.01,0.0,0.0,0.0,0.0,0.0,0.0,,N,PRO1,,20:19:36
07404295,TOTALGAS,MXP,1,911023850007686406793800085700,****************,Débito,857.0,0.0,19/12/2025,0,0,0,672956,821458274426,74518995353000374042954,,,,91102385,01/01/0001,22/12/2025,01/01/0001,01/01/0001,5541,0.0,-1.51,-9.43,0.0,0.0,0.0,0.0,0.0,0.0,,N,EGLO,,03:25:53
09662848,FORMULA GAS,MXP,1,458177100005412408016400020000,****************,Crédito,200.0,0.0,10/12/2025,0,0,0,410081,821447610877,75445505344004796628485,,,,45817710,01/01/0001,11/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.38,-2.4,0.0,0.0,0.0,0.0,0.0,0.0,,N,MCCC,,06:55:31
09662848,FORMULA GAS,MXP,1,458177080000825874709700030000,****************,Crédito,300.0,0.0,26/12/2025,0,0,0,000737,731591365015,74518995360013796628483,,,,45817708,01/01/0001,29/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.58,-3.6,0.0,0.0,0.0,0.0,0.0,0.0,,N,PRO1,,22:14:15
09662848,FORMULA GAS,MXP,1,458177080003976134016500047944,****************,Débito,479.44,0.0,03/12/2025,0,0,0,309067,731538455589,74518995337000296628485,,,,45817708,01/01/0001,04/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.84,-5.27,0.0,0.0,0.0,0.0,0.0,0.0,,N,EGLO,,00:52:58
09662848,FORMULA GAS,MXP,1,458177080009392415600700023790,****************,Débito,237.9,0.0,25/12/2025,0,0,0,992182,731588518308,74518995359000896628482,,,,45817708,01/01/0001,26/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.42,-2.62,0.0,0.0,0.0,0.0,0.0,0.0,,N,PRO1,,01:35:37
07404308,TOTALGAS I,MXP,1,911043500003702016586200041980,****************,Débito,419.8,0.0,29/12/2025,0,0,0,093277,731596174409,75445505363000474043084,,,,91104350,01/01/0001,30/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.74,-4.62,0.0,0.0,0.0,0.0,0.0,0.0,,N,PRO1,,16:59:32
07404306,TOTALGAS,MXP,1,534122090002754720947800015000,****************,Débito,150.0,0.0,06/12/2025,0,0,0,317572,731546055288,74518995340000274043066,,,,53412209,01/01/0001,08/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.26,-1.65,0.0,0.0,0.0,0.0,0.0,0.0,,N,PRO1,,10:53:38
09231577,GASOL VILLA,MXP,1,232139020007017417357300142062,****************,Crédito,1420.62,0.0,28/12/2025,0,0,0,210499,731594107867,74518995362006892315771,,,,23213902,01/01/0001,29/12/2025,01/01/0001,01/01/0001,5541,0.0,-2.73,-17.05,0.0,0.0,0.0,0.0,0.0,0.0,,N,EGLO,,14:56:02
09662848,FORMULA GAS,MXP,1,458177100000500902552500047580,****************,Débito,475.8,0.0,17/12/2025,0,0,0,039397,731570437736,74518995351003596628487,,,,45817710,01/01/0001,18/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.84,-5.23,0.0,0.0,0.0,0.0,0.0,0.0,,N,PRO1,,06:50:53
09662848,FORMULA GAS,MXP,1,458177100001205914742300021000,****************,Débito,210.0,0.0,18/12/2025,0,0,0,000889,731572800851,74518995352003596628486,,,,45817710,01/01/0001,19/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.37,-2.31,0.0,0.0,0.0,0.0,0.0,0.0,,N,PRO1,,07:33:13
09662848,FORMULA GAS,MXP,1,458177090000426672209800071370,****************,Crédito,713.7,0.0,30/12/2025,0,0,0,776447,731597819435,74518995364008596628481,,,,45817709,01/01/0001,31/12/2025,01/01/0001,01/01/0001,5541,0.0,-1.37,-8.56,0.0,0.0,0.0,0.0,0.0,0.0,,N,EGLO,,14:42:42
09231577,GASOL VILLA,MXP,1,232139020001238255797800132122,****************,Crédito,1321.22,0.0,20/12/2025,0,0,0,29193G,731577446635,74518995354000192315771,,,,23213902,01/01/0001,22/12/2025,01/01/0001,01/01/0001,5541,0.0,-6.55,-40.96,0.0,0.0,0.0,0.0,0.0,0.0,,N,VISA,,00:26:52
09231577,GASOL VILLA,MXP,1,232139020002293170281200040000,****************,Débito,400.0,0.0,10/12/2025,0,0,0,519040,731555995183,75445505344003792315774,,,,23213902,01/01/0001,11/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.51,-3.2,0.0,0.0,0.0,0.0,0.0,0.0,,N,PRO1,,18:08:59
08660455,DIAZ GAS SA CV,MXP,1,375835790005123694342400010000,****************,Crédito,100.0,0.0,03/12/2025,0,0,0,833246,821440326930,74518995337000786604558,,,,37583579,01/01/0001,04/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.19,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,,N,EGLO,,16:43:30
09662848,FORMULA GAS,MXP,1,458177080001614536380700020000,****************,Débito,200.0,0.0,18/12/2025,0,0,0,857454,821457407064,74518995352007896628484,,,,45817708,01/01/0001,19/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.35,-2.2,0.0,0.0,0.0,0.0,0.0,0.0,,N,EGLO,,12:44:21
07404315,TOTALGAS,MXP,1,534085660000029323014200025000,****************,Débito,250.0,0.0,26/12/2025,0,0,0,442248,731590476373,74518995360000874043156,,,,53408566,01/01/0001,29/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.2,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,,N,EGLO,,15:08:17
09662848,FORMULA GAS,MXP,1,458177080009363131038100030000,****************,Débito,300.0,0.0,16/12/2025,0,0,0,168022,731569005507,74518995350008896628484,,,,45817708,01/01/0001,17/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.53,-3.3,0.0,0.0,0.0,0.0,0.0,0.0,,N,PRO1,,14:24:06
07404295,TOTALGAS,MXP,1,533980700004516517481700020000,****************,Débito,200.0,0.0,13/12/2025,0,0,0,806731,731561942554,74518995347000774042959,,,,53398070,01/01/0001,15/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.35,-2.2,0.0,0.0,0.0,0.0,0.0,0.0,,N,EGLO,,11:16:57
09662848,FORMULA GAS,MXP,1,458177090009232674294600010000,****************,Débito,100.0,0.0,27/12/2025,0,0,0,160035,731592642354,74518995361011696628487,,,,45817709,01/01/0001,29/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.18,-1.1,0.0,0.0,0.0,0.0,0.0,0.0,,N,PRO1,,16:39:28
09662848,FORMULA GAS,MXP,1,458177080002450353808700050000,****************,Débito,500.0,0.0,28/12/2025,0,0,0,116879,731593765372,74518995362004796628480,,,,45817708,01/01/0001,29/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.88,-5.5,0.0,0.0,0.0,0.0,0.0,0.0,,N,PRO1,,12:15:23
07404328,TOTALGAS,MXP,1,534116340005162457391300050000,****************,Débito,500.0,0.0,02/12/2025,0,0,0,178754,821439502468,74518995336001074043286,,,,53411634,01/01/0001,03/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.88,-5.5,0.0,0.0,0.0,0.0,0.0,0.0,,N,PRO1,,21:08:00
09636630,TOTALGAS,MXP,1,513696190003578693802100037980,****************,Crédito,379.8,0.0,12/12/2025,0,0,0,950147,821449990084,74518995346000196366300,,,,51369619,01/01/0001,15/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.67,-4.18,0.0,0.0,0.0,0.0,0.0,0.0,,N,EGLO,,00:21:27
07404318,TOTALGAS I,MXP,1,533977910003541192366900018213,****************,Débito,182.13,0.0,23/12/2025,0,0,0,767250,731584210688,74518995357000274043181,,,,53397791,01/01/0001,24/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.32,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,,N,PRO1,,07:55:59
07404328,TOTALGAS,MXP,1,534116340008681602948200028000,****************,Débito,280.0,0.0,23/12/2025,0,0,0,615940,731584173950,74518995357001374043287,,,,53411634,01/01/0001,24/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.49,-3.08,0.0,0.0,0.0,0.0,0.0,0.0,,N,PRO1,,06:58:28
09662848,FORMULA GAS,MXP,1,458177090009147479613800021000,****************,Débito,210.0,0.0,27/12/2025,0,0,0,002351,731592422530,74518995361009696628481,,,,45817709,01/01/0001,29/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.37,-2.31,0.0,0.0,0.0,0.0,0.0,0.0,,N,PRO1,,15:07:38
08660455,DIAZ GAS SA CV,MXP,1,375835790006342441220800075960,****************,Crédito,759.6,0.0,10/12/2025,0,0,0,445404,731554765578,74518995344000586604551,,,,37583579,01/01/0001,11/12/2025,01/01/0001,01/01/0001,5541,0.0,-1.46,-9.12,0.0,0.0,0.0,0.0,0.0,0.0,,N,EGLO,,10:29:35
09662848,FORMULA GAS,MXP,1,458177090004093615293800060000,****************,Crédito,600.0,0.0,17/12/2025,0,0,0,867056,731571880826,75445505351014196628480,,,,45817709,01/01/0001,18/12/2025,01/01/0001,01/01/0001,5541,0.0,-1.15,-7.2,0.0,0.0,0.0,0.0,0.0,0.0,,N,MCCC,,17:32:07
09636630,TOTALGAS,MXP,1,513696190004579355214400050000,****************,Débito,500.0,0.0,19/12/2025,0,0,0,068693,731575364647,74518995353000596366306,,,,51369619,01/01/0001,22/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.88,-5.5,0.0,0.0,0.0,0.0,0.0,0.0,,N,EGLO,,09:30:41
08660455,DIAZ GAS SA CV,MXP,1,375835790006148416524400060000,****************,Débito,600.0,0.0,09/12/2025,0,0,0,051343,731553035624,75445505343001486604553,,,,37583579,01/01/0001,10/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.77,-4.8,0.0,0.0,0.0,0.0,0.0,0.0,,N,PRO1,,13:45:13
09662848,FORMULA GAS,MXP,1,458177080008825301269600080000,****************,Débito,800.0,0.0,15/12/2025,0,0,0,028877,731567869756,75445505349019696628489,,,,45817708,01/01/0001,16/12/2025,01/01/0001,01/01/0001,5541,0.0,-1.41,-8.8,0.0,0.0,0.0,0.0,0.0,0.0,,N,EGLO,,22:16:39
09662848,FORMULA GAS,MXP,1,458177080009652107537700030000,****************,Débito,300.0,0.0,07/12/2025,0,0,0,195048,731549231955,74518995341013596628489,,,,45817708,01/01/0001,08/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.53,-3.3,0.0,0.0,0.0,0.0,0.0,0.0,,N,EGLO,,17:11:39
09662848,FORMULA GAS,MXP,1,458177080005936514218600023790,****************,Débito,237.9,0.0,22/12/2025,0,0,0,042893,821461548045,75445505356000896628487,,,,45817708,01/01/0001,23/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.42,-2.62,0.0,0.0,0.0,0.0,0.0,0.0,,N,PRO1,,06:44:27
07374424,TOTALGAS,MXP,1,524765230008497942299900020000,****************,Débito,200.0,0.0,24/12/2025,0,0,0,877663,731588393522,74518995358000373744241,,,,52476523,01/01/0001,26/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.35,-2.2,0.0,0.0,0.0,0.0,0.0,0.0,,N,PRO1,,21:15:55
09662848,FORMULA GAS,MXP,1,458177080003223882691400044000,****************,Débito,440.0,0.0,19/12/2025,0,0,0,000995,821459129388,74518995353013796628482,,,,45817708,01/01/0001,22/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.77,-4.84,0.0,0.0,0.0,0.0,0.0,0.0,,N,PRO1,,18:46:03
09662848,FORMULA GAS,MXP,1,458177080005222168265900035000,****************,Débito,350.0,0.0,30/12/2025,0,0,0,094393,731598955688,75445505365000696628488,,,,45817708,01/01/0001,02/01/2026,01/01/0001,01/01/0001,5541,0.0,-0.62,-3.85,0.0,0.0,0.0,0.0,0.0,0.0,,N,PRO1,,23:19:43
09662848,FORMULA GAS,MXP,1,458177100009170572053000010000,****************,Débito,100.0,0.0,30/12/2025,0,0,0,832774,821469582502,75445505364015596628488,,,,45817710,01/01/0001,31/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.18,-1.1,0.0,0.0,0.0,0.0,0.0,0.0,,N,MCCC,,21:36:55
09231577,GASOL VILLA,MXP,1,232139020004158469652400040000,****************,Débito,400.0,0.0,23/12/2025,0,0,0,822575,731584328029,74518995357000992315770,,,,23213902,01/01/0001,24/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.51,-3.2,0.0,0.0,0.0,0.0,0.0,0.0,,N,EGLO,,09:32:53
09662848,FORMULA GAS,MXP,1,458177080001349021847200010000,****************,Crédito,100.0,0.0,27/12/2025,0,0,0,667936,731592170520,74518995361007996628482,,,,45817708,01/01/0001,29/12/2025,01/01/0001,01/01/0001,5541,0.0,-0.19,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,,N,EGLO,,13:31:10
